issue,record_type,record_id,venue_name,operator,what_the_pipeline_produced,source,snippet
start_date unknown,tenure,sp-82397566f3,Rutgers University – Newark,Aramark,? to 2016-07-29 [ended/lost_bid],|University Wire; Carlsbad | 2016-09-27,"…arent deliberative process that we conducted in selecting a food service provider for Rutgers University – Newark has yielded an excellent result. Effective today, our new provider is Gourmet Dining Services, a premier food service company that is New Jersey’s…"
start_date unknown,tenure,sp-1b1d922502,SHSU,"ARAMARK Educational Services of Texas, Inc.",? to ? [unknown],"|US Fed News Service, Including US State News; Washington, D.C. | 2016-08-20","… 2016. Contracts * Approved the replacement of the existing license agreement between SHSU and Blackboard Learn, which has been in effect since Sept. 1, 2012, for a five-year term beginning Sept. 1, 2016. * Approved Amendment No. 13 to the 2005 Food Service Co…"
start_date unknown,tenure,sp-97484db6ef,SMSU,Aramark,? to 2016-07-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-09-08,"Publication: The Spur, , Southwest State University , Marshall, MN As of July, the SMSU campus Starbucks has been transitioning to a student-run model of management. As a result of this decision, the employees at the Starbucks are well on their way to effectiv…"
start_date unknown,tenure,sp-d9cda0e85b,SMSU campus,Compass,? to ? [unknown],|University Wire; Carlsbad | 2016-09-08,"Publication: The Spur, , Southwest State University , Marshall, MN As of July, the SMSU campus Starbucks has been transitioning to a student-run model of management. As a result of this decision, the employees at the Starbucks are well on their way to effectiv…"
start_date unknown,tenure,sp-e269b3b965,SMSU campus,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-09-08,"Publication: The Spur, , Southwest State University , Marshall, MN As of July, the SMSU campus Starbucks has been transitioning to a student-run model of management. As a result of this decision, the employees at the Starbucks are well on their way to effectiv…"
start_date unknown,tenure,sp-430cc2d251,St. Cloud State University's Garvey Commons,Sodexo,? to 2016-07-01 [ended/lost_bid],"|St. Cloud Times; St. Cloud, Minn. | 2016-07-31","…ram. Sparby said the Yes Network had recently transitioned back to preparing meals at St. Cloud State University's Garvey Commons after spending the first month prepping meals at Apollo High School. ""We are right on track to serve another 70,000 meals this sum…"
start_date unknown,tenure,sp-63618ace5a,Temple,Sodexo,? to 2016-10-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-12-29,"Publication: Temple News, Temple University, Philadelphia PA. administration_stitch Neil Theobald (left), addresses the state legislature in Harrisburg in March. Hai-Lung Dai (right), speaks at the opening of the Science Education and Research Center in 2014. …"
start_date unknown,tenure,sp-7eaafd180d,Temple,Sodexo,? to 2017-06-30 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-25; |University Wire; Carlsbad | 2016-10-18,"Publication: Temple News, Temple University, Philadelphia PA. Temple recently signed a 15-year contract with Aramark effective July 1, 2017, ending Sodexo's 28 years as Temple's food service provider. The new provider means food retailers franchised with Sodex…"
start_date unknown,tenure,sp-d73773d53b,Temple,Sodexo,? to 2017-06-01 [ended/other],|University Wire; Carlsbad | 2016-09-13,"Publication: Temple News, Temple University, Philadelphia PA. Michael Mahaffey (left), and Richard Green discuss the state of Sodexo's contract with the university. MAX SIMONS FOR THE TEMPLE NEWS With Sodexo's contract set to expire at the end of the spring se…"
start_date unknown,tenure,sp-362dc0ad6e,Temple University,Sodexo,? to 2017-05-13 [ended/lost_bid],|University Wire; Carlsbad | 2017-01-17,"Publication: Temple News, Temple University, Philadelphia PA. Temple Student Government is rightfully disappointed that none of its members were invited to take part in transition talks with Aramark, the new food service provider that is replacing Sodexo effec…"
start_date unknown,tenure,sp-6e60c2985f,Temple University,Sodexo,? to 2016-07-01 [ended/lost_bid],|MENA Report; Camden | 2016-10-14,"Temple University has offered Aramark a 15-year dining services deal. Aramark secured the deal over four rivals, including Sodexo Inc., which wason the North Philadelphia campus for 28 years. Details of Aramark's proposal will be announced after a final deal i…"
start_date unknown,tenure,sp-b40c9cc1ae,Temple University,Sodexo,? to 2017-07-01 [ended/lost_bid],"|University Wire; Carlsbad | 2016-10-21; |University Wire; Carlsbad | 2016-10-11; |TCA Regional News; Chicago | 2016-10-11; |Philadelphia Inquirer; Philadelphia, Pa. | 2016-11-01","…o conclude a 21-year partnership this December. Exactly three weeks later on Oct. 11, Temple University announced that they would not be renewing their contract with SodexoMagic, who they had partnered with for 28 years. Temple's new 15-year contract with Aram…"
start_date unknown,tenure,sp-0b7a063aca,Tennessee Department of Correction,TRICOR,? to 2016-10-01 [ended/lost_bid],"|The Daily News Journal; Murfreesboro, Tenn. | 2016-08-08; |The Tennessean; Nashville, Tenn. | 2016-08-08","After opting to end its relationship with a troubled state-based food provider, the Tennessee Department of Correction chose a company with its own history of issues as its replacement. The department plans to award its food services contract to Aramark, a mas…"
start_date unknown,tenure,sp-01159e2c55,The Perch,Aramark,? to 2016-05-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-06,"Publication: The Eagle, Florida Gulf Coast University, Fort Myers FL. Known as ""The Perch"" by the Florida Department of Health, some locations of the cafeteria in the FGCU Cohen Center failed a consecutive total of eight inspections from as early as Sept. 23, …"
start_date unknown,tenure,sp-c79a97a977,Tom Green County Jail,Aramark Correctional Services,? to ? [unknown],|Standard Times; San Angelo | 2016-09-12,"…or See Updates, 5A allegedly having improper sexual relationships with inmates at the Tom Green County Jail and have since been released on bail. Both were employed by Aramark Correctional Services, which is contracted to provide food services to the jail. Ara…"
start_date unknown,tenure,sp-ec7fc6bc5c,U of L,Sodexo,? to ? [unknown],|University Wire; Carlsbad | 2016-09-08,"…ning students here at the universityhave recently noticedthe not-so-subtle changes to U of L's dining services. Many may have not even known the university's previous food services provider, Sodexo, is long gone - replaced by newcomer Aramark. Sodexo hasprovid…"
start_date unknown,tenure,sp-030e9be7e6,UChicago Dining,Compass,? to ? [unknown],|University Wire; Carlsbad | 2016-10-18,"…logical Sciences Learning Center and Stuart Cafés have closed after being reviewed by UChicago Dining. Both cafés required significant subsidies to operate, and were underutilized, each averaging 100 transaction a day in comparison to other cafés around campus…"
start_date unknown,tenure,sp-c283a0a42a,UChicago Dining,Aramark,? to ? [unknown],|University Wire; Carlsbad | 2016-10-18,"…logical Sciences Learning Center and Stuart Cafés have closed after being reviewed by UChicago Dining. Both cafés required significant subsidies to operate, and were underutilized, each averaging 100 transaction a day in comparison to other cafés around campus…"
start_date unknown,tenure,sp-f937662379,University of Chicago,Aramark,? to 2016-09-01 [ended/lost_bid],|University Wire; Carlsbad | 2016-10-26,"… mounting costs of the ongoing ACDC reno­vation, is a cause for concern. In fact, the University of Chicago made the same switch from Aramark to Bon Ap­pétit starting this school year, and so far the quality of food has not suffered and all UChicago dining wor…"
start_date unknown,tenure,sp-5f97fcec32,University of Maine System,Aramark,? to 2016-01-01 [ended/lost_bid],"|Portland Press Herald; Portland, Me. | 2016-10-23","…get more Maine-grown food served in the schools' dining halls. Earlier this year, the University of Maine System awarded its new dining service contract to Sodexo, citing in part the company's commitment to source 25 to 30 percent of its food locally; previous…"
start_date unknown,tenure,sp-466064802c,University of Maine at Farmington,Sodexo,? to ? [unknown],"|TCA Regional News; Chicago | 2016-08-26; |Sun Journal; Lewiston, Me. | 2016-08-25","…n other business, the board approved a liquor license for the new food service at the University of Maine at Farmington. Sodexo America has taken over the service formerly provided by Aramark. The board will meet at 6:30 p.m. Monday, Aug. 29, at the Town Offic…"
start_date unknown,tenure,sp-63a5025d7e,University of Maine at Farmington,Aramark,? to ? [unknown],"|TCA Regional News; Chicago | 2016-08-26; |Sun Journal; Lewiston, Me. | 2016-08-25","…n other business, the board approved a liquor license for the new food service at the University of Maine at Farmington. Sodexo America has taken over the service formerly provided by Aramark. The board will meet at 6:30 p.m. Monday, Aug. 29, at the Town Offic…"
start_date unknown,tenure,sp-0f1a1f4f84,University of Toledo,Aramark,? to ? [unknown],"|The Blade; Toledo, Ohio | 2016-09-17; |TCA Regional News; Chicago | 2016-09-17; |US Fed News Service, Including US State News; Washington, D.C. | 2016-09-25","A contract extension between the University of Toledo and its dining services provider will mean more milkshakes and moola for the university. | The new agreement with Aramark will bring additional dining options and national chains, starting with Steak 'n Sha…"
start_date unknown,tenure,sp-baaa5a1d9c,University of Toronto,University of Toronto,? to 2016-01-01 [ended/self_op_conversion],|Maclean's; Toronto | 2016-11-07,"… fresh and locally sourced Jaco Lokker and his head chefs stand around a table at the University of Toronto's Chestnut Residence kitchen, looking at halves of sandwiches. All summer they have been developing recipes and menus. ""I personally don't believe Russi…"
